C,Si,Mn,S,P,Ni,Cr,Mo,V,Cu,Co,W,O,Ti,N,Al,B,Nb,Sn,As,Sb,Current,Voltage,AC_DC,ElectrodePolarity,HeatInput,InterpassTemp,WeldType,YieldStrength,UTS,Elongation,ReductionArea,CharpyTemp,CharpyImpact,Hardness,FATT50,PrimaryFerrite,Ferrite2ndPhase,AcicularFerrite,Martensite,FerriteCarbide,WeldID
0.044,0.35,1.43,0.007,0.014,0.4478510165114713,0.0,0.22917680376215088,0.06764283488624301,0.180557785797701,0.26772614278433693,0.7558536377550169,442.5556133935454,85.15392199524217,57.75507843102264,125.14650712243747,8.285829783253547,30.902048414327396,47.94413162331665,28.980025937564278,26.97072443969182,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-52.0,100.0,,,,,,,,Evans-Cr/CMn-1989-0C-ch
0.045,0.33,1.85,0.007,0.016,0.4517923296656292,0.0,0.11055132761660502,0.06754625717225338,0.183686355082477,0.2675619308707198,0.6537156720625248,442.18584595891923,85.97202214080824,57.3738737972069,126.63763653452042,8.33983809213727,38.86864182736173,46.86622093697065,33.91211740872211,27.839076060509797,170.0,21.0,DC,+,1.0,200.0,MMA,514.0,588.0,28.0,76.8,,,,,,,,,,Evans-Cr/CMn-1989-0D-aw
0.045,0.33,1.85,0.007,0.016,0.4517923296656292,0.0,0.11055132761660502,0.06754625717225338,0.183686355082477,0.2675619308707198,0.6537156720625248,442.18584595891923,85.97202214080824,57.3738737972069,126.63763653452042,8.33983809213727,38.86864182736173,46.86622093697065,33.91211740872211,27.839076060509797,170.0,21.0,DC,+,1.0,200.0,MMA,479.0,576.0,27.4,76.9,-38.0,100.0,,,,,,,,Evans-Cr/CMn-1989-0D-ht
0.045,0.33,1.85,0.007,0.016,0.4517923296656292,0.0,0.11055132761660502,0.06754625717225338,0.183686355082477,0.2675619308707198,0.6537156720625248,442.18584595891923,85.97202214080824,57.3738737972069,126.63763653452042,8.33983809213727,38.86864182736173,46.86622093697065,33.91211740872211,27.839076060509797,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-45.0,100.0,,,13.0,16.0,71.0,0.0,0.0,Evans-Cr/CMn-1989-0D-ch
0.038,0.3,0.65,0.007,0.014,0.5564458969347257,0.22,0.4835300210965343,0.07123646050505528,0.20757251097898788,0.30815425320090384,1.0040723941620158,443.23134614879604,76.9840546768624,68.32113314830053,75.69834326021373,9.509345680267153,30.352564346550537,56.647188906980375,24.908965678311006,25.923899322781836,170.0,21.0,DC,+,1.0,200.0,MMA,422.0,496.0,30.4,78.8,,,,,,,,,,Evans-Cr/CMn-1989-0.25A-aw
0.038,0.3,0.65,0.007,0.014,0.5564458969347257,0.22,0.4835300210965343,0.07123646050505528,0.20757251097898788,0.30815425320090384,1.0040723941620158,443.23134614879604,76.9840546768624,68.32113314830053,75.69834326021373,9.509345680267153,30.352564346550537,56.647188906980375,24.908965678311006,25.923899322781836,170.0,21.0,DC,+,1.0,200.0,MMA,410.0,496.0,31.0,79.7,,,,,,,,,,Evans-Cr/CMn-1989-0.25A-ht
0.041,0.32,1.01,0.008,0.013,0.512325587639296,0.24,0.3738323566169086,0.07043368610647605,0.19567923620161842,0.2860900295379807,0.8907577226222685,442.91704606671397,80.53539956778121,65.87765507234644,96.0163275724044,9.009721158571729,37.551169462348184,52.61582709955093,27.177314502859446,26.54049280542222,170.0,21.0,DC,+,1.0,200.0,MMA,463.0,532.0,30.0,77.8,,,,,,,,,,Evans-Cr/CMn-1989-0.25B-aw
0.041,0.32,1.01,0.008,0.013,0.512325587639296,0.24,0.3738323566169086,0.07043368610647605,0.19567923620161842,0.2860900295379807,0.8907577226222685,442.91704606671397,80.53539956778121,65.87765507234644,96.0163275724044,9.009721158571729,37.551169462348184,52.61582709955093,27.177314502859446,26.54049280542222,170.0,21.0,DC,+,1.0,200.0,MMA,426.0,519.0,29.8,78.8,,,,,,,,,,Evans-Cr/CMn-1989-0.25B-ht
0.041,0.32,1.01,0.008,0.013,0.512325587639296,0.24,0.3738323566169086,0.07043368610647605,0.19567923620161842,0.2860900295379807,0.8907577226222685,442.91704606671397,80.53539956778121,65.87765507234644,96.0163275724044,9.009721158571729,37.551169462348184,52.61582709955093,27.177314502859446,26.54049280542222,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,,,,,26.0,25.0,49.0,0.0,0.0,Evans-Cr/CMn-1989-0.25B-awmic
0.044,0.32,1.45,0.007,0.013,0.4892686705392961,0.24,0.24420741638030563,0.06964557074271482,0.1907838213144082,0.2781659262003231,0.7582192623055377,442.5308737114524,83.11327484688161,63.49583754258401,108.99996625375934,8.755542284295487,45.3042847335995,49.625621900225326,31.262018322398774,27.43085243159112,170.0,21.0,DC,+,1.0,200.0,MMA,500.0,575.0,28.0,78.8,,,,,,,,,,Evans-Cr/CMn-1989-0.25C-aw
0.044,0.32,1.45,0.007,0.013,0.4892686705392961,0.24,0.24420741638030563,0.06964557074271482,0.1907838213144082,0.2781659262003231,0.7582192623055377,442.5308737114524,83.11327484688161,63.49583754258401,108.99996625375934,8.755542284295487,45.3042847335995,49.625621900225326,31.262018322398774,27.43085243159112,170.0,21.0,DC,+,1.0,200.0,MMA,468.0,559.0,28.0,76.9,,,,,,,,,,Evans-Cr/CMn-1989-0.25C-ht
0.048,0.33,1.85,0.007,0.013,0.4546502911844925,0.26,0.125270505804302,0.06904943297360688,0.18193167817539013,0.263014590315791,0.6340798607464677,442.18016729140277,86.16817946531648,61.65641512135426,125.65376568911597,8.386289886162103,53.44675999444871,46.119010245201025,34.477483119513295,28.2215589506377,170.0,21.0,DC,+,1.0,200.0,MMA,567.0,622.0,26.0,75.0,,,,,,,,,,Evans-Cr/CMn-1989-0.25D-aw
0.048,0.33,1.85,0.007,0.013,0.4546502911844925,0.26,0.125270505804302,0.06904943297360688,0.18193167817539013,0.263014590315791,0.6340798607464677,442.18016729140277,86.16817946531648,61.65641512135426,125.65376568911597,8.386289886162103,53.44675999444871,46.119010245201025,34.477483119513295,28.2215589506377,170.0,21.0,DC,+,1.0,200.0,MMA,535.0,620.0,27.0,74.0,,,,,,,,,,Evans-Cr/CMn-1989-0.25D-ht
0.048,0.33,1.85,0.007,0.013,0.4546502911844925,0.26,0.125270505804302,0.06904943297360688,0.18193167817539013,0.263014590315791,0.6340798607464677,442.18016729140277,86.16817946531648,61.65641512135426,125.65376568911597,8.386289886162103,53.44675999444871,46.119010245201025,34.477483119513295,28.2215589506377,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,,,,,8.0,13.0,79.0,0.0,0.0,Evans-Cr/CMn-1989-0.25D-ht
0.04,0.33,0.6,0.006,0.01,0.5246243981545362,0.51,0.5074300268458032,0.07244166637249094,0.19475525197062282,0.2924444242767166,0.9657822306822297,443.27040462475065,79.0864580779741,71.77511848849053,87.94311806128826,9.144521831110715,45.23276476208014,53.81490733153754,23.451281882342585,26.300717604979127,170.0,21.0,DC,+,1.0,200.0,MMA,446.0,510.0,32.2,78.8,,,,,,,,,,Evans-Cr/CMn-1989-0.5A-aw
0.04,0.33,0.6,0.006,0.01,0.5246243981545362,0.51,0.5074300268458032,0.07244166637249094,0.19475525197062282,0.2924444242767166,0.9657822306822297,443.27040462475065,79.0864580779741,71.77511848849053,87.94311806128826,9.144521831110715,45.23276476208014,53.81490733153754,23.451281882342585,26.300717604979127,170.0,21.0,DC,+,1.0,200.0,MMA,417.0,496.0,29.0,78.8,-17.0,100.0,,,,,,,,Evans-Cr/CMn-1989-0.5A-ht
0.04,0.33,0.6,0.006,0.01,0.5246243981545362,0.51,0.5074300268458032,0.07244166637249094,0.19475525197062282,0.2924444242767166,0.9657822306822297,443.27040462475065,79.0864580779741,71.77511848849053,87.94311806128826,9.144521831110715,45.23276476208014,53.81490733153754,23.451281882342585,26.300717604979127,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-17.0,100.0,,,,,,,,Evans-Cr/CMn-1989-0.5A-ch
0.043,0.31,0.95,0.007,0.01,0.532021753194428,0.53,0.4102730953380842,0.07231878747113996,0.19846881901765911,0.29041596300710637,0.8874797758132118,442.9623059417586,79.6755776336272,71.29504238183677,88.13227193569764,9.241101551863949,52.8640492934602,52.9630772308131,27.79958010732568,26.930532495697662,170.0,21.0,DC,+,1.0,200.0,MMA,494.0,545.0,29.6,77.0,,,,,,,,,,Evans-Cr/CMn-1989-0.5B-aw
0.043,0.31,0.95,0.007,0.01,0.532021753194428,0.53,0.4102730953380842,0.07231878747113996,0.19846881901765911,0.29041596300710637,0.8874797758132118,442.9623059417586,79.6755776336272,71.29504238183677,88.13227193569764,9.241101551863949,52.8640492934602,52.9630772308131,27.79958010732568,26.930532495697662,170.0,21.0,DC,+,1.0,200.0,MMA,460.0,536.0,28.8,77.0,-35.0,100.0,,,,,,,,Evans-Cr/CMn-1989-0.5B-ht
0.043,0.31,0.95,0.007,0.01,0.532021753194428,0.53,0.4102730953380842,0.07231878747113996,0.19846881901765911,0.29041596300710637,0.8874797758132118,442.9623059417586,79.6755776336272,71.29504238183677,88.13227193569764,9.241101551863949,52.8640492934602,52.9630772308131,27.79958010732568,26.930532495697662,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-45.0,100.0,,,16.0,26.0,58.0,0.0,0.0,Evans-Cr/CMn-1989-0.5B-ch
0.047,0.33,1.42,0.006,0.01,0.4808862309852202,0.53,0.26714674530353477,0.07126631451107102,0.18514751128236462,0.27186650618274655,0.7298678357419988,442.5509011649841,83.86859647374047,68.14223527700597,111.9672041448066,8.679502556600553,60.930885903963826,48.23897964997195,31.091265379370498,27.87939800118511,170.0,21.0,DC,+,1.0,200.0,MMA,543.0,603.0,28.2,77.0,,,,,,,,,,Evans-Cr/CMn-1989-0.5C-aw
0.047,0.33,1.42,0.006,0.01,0.4808862309852202,0.53,0.26714674530353477,0.07126631451107102,0.18514751128236462,0.27186650618274655,0.7298678357419988,442.5509011649841,83.86859647374047,68.14223527700597,111.9672041448066,8.679502556600553,60.930885903963826,48.23897964997195,31.091265379370498,27.87939800118511,170.0,21.0,DC,+,1.0,200.0,MMA,514.0,600.0,25.8,76.0,-35.0,100.0,,,,,,,,Evans-Cr/CMn-1989-0.5C-ht
0.047,0.33,1.42,0.006,0.01,0.4808862309852202,0.53,0.26714674530353477,0.07126631451107102,0.18514751128236462,0.27186650618274655,0.7298678357419988,442.5509011649841,83.86859647374047,68.14223527700597,111.9672041448066,8.679502556600553,60.930885903963826,48.23897964997195,31.091265379370498,27.87939800118511,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-44.0,100.0,,,,,,,,Evans-Cr/CMn-1989-0.5C-ch
0.051,0.33,1.83,0.006,0.013,0.4562165302103054,0.52,0.14649322991353841,0.0711383780932664,0.17952541892045382,0.2621968033350939,0.6134395877816701,442.1907307201354,86.07087167698228,67.67146224048565,123.49590613006148,8.459401989620467,68.10455158986167,45.7424377194111,34.88462169238028,28.746626068385467,170.0,21.0,DC,+,1.0,200.0,MMA,617.0,674.0,23.0,70.2,,,,,,,,,,Evans-Cr/CMn-1989-0.5D-aw
0.051,0.33,1.83,0.006,0.013,0.4562165302103054,0.52,0.14649322991353841,0.0711383780932664,0.17952541892045382,0.2621968033350939,0.6134395877816701,442.1907307201354,86.07087167698228,67.67146224048565,123.49590613006148,8.459401989620467,68.10455158986167,45.7424377194111,34.88462169238028,28.746626068385467,170.0,21.0,DC,+,1.0,200.0,MMA,570.0,650.0,24.0,68.7,-2.0,100.0,,,,,,,,Evans-Cr/CMn-1989-0.5D-ht
0.051,0.33,1.83,0.006,0.013,0.4562165302103054,0.52,0.14649322991353841,0.0711383780932664,0.17952541892045382,0.2621968033350939,0.6134395877816701,442.1907307201354,86.07087167698228,67.67146224048565,123.49590613006148,8.459401989620467,68.10455158986167,45.7424377194111,34.88462169238028,28.746626068385467,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-35.0,100.0,,,4.0,8.0,88.0,0.0,0.0,Evans-Cr/CMn-1989-0.5D-ch
0.041,0.3,0.59,0.009,0.011,0.5682992025582863,1.0,0.5465800296861261,0.07707340464580881,0.20268990970575373,0.29117766216775465,0.9811774239669973,443.2665138947735,76.57681276690687,85.04346804581814,67.81961346871685,9.695229847927976,74.00842615444503,55.5739181248195,25.912865679807283,27.07868982820719,170.0,21.0,DC,+,1.0,200.0,MMA,472.0,531.0,25.8,77.8,,,,,,,,,,Evans-Cr/CMn-1989-1.0A-aw
0.041,0.3,0.59,0.009,0.011,0.5682992025582863,1.0,0.5465800296861261,0.07707340464580881,0.20268990970575373,0.29117766216775465,0.9811774239669973,443.2665138947735,76.57681276690687,85.04346804581814,67.81961346871685,9.695229847927976,74.00842615444503,55.5739181248195,25.912865679807283,27.07868982820719,170.0,21.0,DC,+,1.0,200.0,MMA,427.0,514.0,29.2,77.9,-12.0,100.0,,,,,,,,Evans-Cr/CMn-1989-1.0A-ht
0.041,0.3,0.59,0.009,0.011,0.5682992025582863,1.0,0.5465800296861261,0.07707340464580881,0.20268990970575373,0.29117766216775465,0.9811774239669973,443.2665138947735,76.57681276690687,85.04346804581814,67.81961346871685,9.695229847927976,74.00842615444503,55.5739181248195,25.912865679807283,27.07868982820719,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-10.0,100.0,,,,,,,,Evans-Cr/CMn-1989-1.0A-ch
0.045,0.32,0.97,0.007,0.012,0.5210741780631452,1.04,0.4325047334110934,0.0766423695982752,0.18965069593179784,0.2772069928595329,0.8392094821487248,442.93228636511924,80.21015564553079,83.72754163716172,88.69666625373065,9.200328753198676,82.91363849157807,51.43462673284148,28.48520728265396,28.036925734745637,170.0,21.0,DC,+,1.0,200.0,MMA,531.0,592.0,24.6,76.0,,,,,,,,,,Evans-Cr/CMn-1989-1.0B-aw
0.045,0.32,0.97,0.007,0.012,0.5210741780631452,1.04,0.4325047334110934,0.0766423695982752,0.18965069593179784,0.2772069928595329,0.8392094821487248,442.93228636511924,80.21015564553079,83.72754163716172,88.69666625373065,9.200328753198676,82.91363849157807,51.43462673284148,28.48520728265396,28.036925734745637,170.0,21.0,DC,+,1.0,200.0,MMA,471.0,568.0,26.2,77.0,-31.0,100.0,,,,,,,,Evans-Cr/CMn-1989-1.0B-ht
0.045,0.32,0.97,0.007,0.012,0.5210741780631452,1.04,0.4325047334110934,0.0766423695982752,0.18965069593179784,0.2772069928595329,0.8392094821487248,442.93228636511924,80.21015564553079,83.72754163716172,88.69666625373065,9.200328753198676,82.91363849157807,51.43462673284148,28.48520728265396,28.036925734745637,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-42.0,100.0,,,9.0,28.0,63.0,0.0,0.0,Evans-Cr/CMn-1989-1.0B-ch
0.048,0.33,1.37,0.008,0.013,0.48680324181604817,1.08,0.31497204577075166,0.07644656453889098,0.18062764559685185,0.25900935383141643,0.7217055697335439,442.5813168944493,83.12705514756664,83.03460122104684,104.50673240714241,8.836880790122258,92.4040159348308,48.0500637054742,31.70223217776652,28.844860001073812,170.0,21.0,DC,+,1.0,200.0,MMA,626.0,676.0,24.4,70.9,,,,,,,,,,Evans-Cr/CMn-1989-1.0C-aw
0.048,0.33,1.37,0.008,0.013,0.48680324181604817,1.08,0.31497204577075166,0.07644656453889098,0.18062764559685185,0.25900935383141643,0.7217055697335439,442.5813168944493,83.12705514756664,83.03460122104684,104.50673240714241,8.836880790122258,92.4040159348308,48.0500637054742,31.70223217776652,28.844860001073812,170.0,21.0,DC,+,1.0,200.0,MMA,548.0,630.0,26.0,72.0,-17.0,100.0,,,,,,,,Evans-Cr/CMn-1989-1.0C-ht
0.048,0.33,1.37,0.008,0.013,0.48680324181604817,1.08,0.31497204577075166,0.07644656453889098,0.18062764559685185,0.25900935383141643,0.7217055697335439,442.5813168944493,83.12705514756664,83.03460122104684,104.50673240714241,8.836880790122258,92.4040159348308,48.0500637054742,31.70223217776652,28.844860001073812,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-40.0,100.0,,,,,,,,Evans-Cr/CMn-1989-1.0C-ch
0.052,0.33,1.81,0.007,0.013,0.4631958091121646,1.1,0.186551064582261,0.07583539628718228,0.17534276580810904,0.25071656595869385,0.5872053597876814,442.19457593790395,85.72648456424281,81.15737266176029,117.52998581924476,8.589873617607331,101.32236793453421,45.00316609954882,35.84501982121583,29.772281885863322,170.0,21.0,DC,+,1.0,200.0,MMA,692.0,723.0,21.6,70.9,,,,,,,,,,Evans-Cr/CMn-1989-1.0D-aw
0.052,0.33,1.81,0.007,0.013,0.4631958091121646,1.1,0.186551064582261,0.07583539628718228,0.17534276580810904,0.25071656595869385,0.5872053597876814,442.19457593790395,85.72648456424281,81.15737266176029,117.52998581924476,8.589873617607331,101.32236793453421,45.00316609954882,35.84501982121583,29.772281885863322,170.0,21.0,DC,+,1.0,200.0,MMA,592.0,671.0,22.8,72.0,28.0,100.0,,,,,,,,Evans-Cr/CMn-1989-1.0D-ht
0.052,0.33,1.81,0.007,0.013,0.4631958091121646,1.1,0.186551064582261,0.07583539628718228,0.17534276580810904,0.25071656595869385,0.5872053597876814,442.19457593790395,85.72648456424281,81.15737266176029,117.52998581924476,8.589873617607331,101.32236793453421,45.00316609954882,35.84501982121583,29.772281885863322,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-28.0,100.0,,,1.0,12.0,87.0,0.0,0.0,Evans-Cr/CMn-1989-1.0D-ch
0.041,0.27,0.59,0.009,0.011,0.6227690292818835,2.34,0.6323847555729714,0.08800856153724368,0.20499768668178397,0.2851471239692991,0.9165968535448528,443.23243379884207,73.91335920091132,116.47450602989056,40.46847043989692,10.40030090158816,151.7857620294289,55.812303385821906,30.184305127557423,29.679702606054434,170.0,21.0,DC,+,1.0,200.0,MMA,587.0,652.0,21.4,72.0,,,,,,,,,,Evans-Cr/CMn-1989-2.3A-aw
0.041,0.27,0.59,0.009,0.011,0.6227690292818835,2.34,0.6323847555729714,0.08800856153724368,0.20499768668178397,0.2851471239692991,0.9165968535448528,443.23243379884207,73.91335920091132,116.47450602989056,40.46847043989692,10.40030090158816,151.7857620294289,55.812303385821906,30.184305127557423,29.679702606054434,170.0,21.0,DC,+,1.0,200.0,MMA,534.0,619.0,22.0,75.0,0.0,100.0,,,,,,,,Evans-Cr/CMn-1989-2.3A-ht
0.041,0.27,0.59,0.009,0.011,0.6227690292818835,2.34,0.6323847555729714,0.08800856153724368,0.20499768668178397,0.2851471239692991,0.9165968535448528,443.23243379884207,73.91335920091132,116.47450602989056,40.46847043989692,10.40030090158816,151.7857620294289,55.812303385821906,30.184305127557423,29.679702606054434,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,9.0,100.0,,,,,,,,Evans-Cr/CMn-1989-2.3A-ch
0.046,0.3,0.93,0.008,0.012,0.5637491132446115,2.38,0.527821789323184,0.08761143344646172,0.1881440707465405,0.2642595384062929,0.7843504102612471,442.9341554135744,78.03174037788722,115.24660431839038,65.20460909220856,9.786354529103477,159.92452321116457,51.18688381560946,31.84794454426128,30.49938506969829,170.0,21.0,DC,+,1.0,200.0,MMA,655.0,722.0,19.6,67.5,,,,,,,,,,Evans-Cr/CMn-1989-2.3B-aw
0.046,0.3,0.93,0.008,0.012,0.5637491132446115,2.38,0.527821789323184,0.08761143344646172,0.1881440707465405,0.2642595384062929,0.7843504102612471,442.9341554135744,78.03174037788722,115.24660431839038,65.20460909220856,9.786354529103477,159.92452321116457,51.18688381560946,31.84794454426128,30.49938506969829,170.0,21.0,DC,+,1.0,200.0,MMA,605.0,683.0,19.8,71.9,-3.0,100.0,,,,,,,,Evans-Cr/CMn-1989-2.3B-ht
0.046,0.3,0.93,0.008,0.012,0.5637491132446115,2.38,0.527821789323184,0.08761143344646172,0.1881440707465405,0.2642595384062929,0.7843504102612471,442.9341554135744,78.03174037788722,115.24660431839038,65.20460909220856,9.786354529103477,159.92452321116457,51.18688381560946,31.84794454426128,30.49938506969829,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,16.0,100.0,,,2.0,88.0,10.0,0.0,0.0,Evans-Cr/CMn-1989-2.3B-ch
0.05,0.31,1.29,0.008,0.011,0.5307993559849464,2.32,0.4157536515446978,0.08625171311309998,0.18051756354965143,0.25120549256357094,0.6765505886733152,442.6207132398705,80.96563799099647,111.21458304414182,81.77320317493286,9.420258441562268,162.57902358574563,47.971435062399166,34.53998540524702,31.019515639286055,170.0,21.0,DC,+,1.0,200.0,MMA,738.0,789.0,20.0,67.0,,,,,,,,,,Evans-Cr/CMn-1989-2.3C-aw
0.05,0.31,1.29,0.008,0.011,0.5307993559849464,2.32,0.4157536515446978,0.08625171311309998,0.18051756354965143,0.25120549256357094,0.6765505886733152,442.6207132398705,80.96563799099647,111.21458304414182,81.77320317493286,9.420258441562268,162.57902358574563,47.971435062399166,34.53998540524702,31.019515639286055,170.0,21.0,DC,+,1.0,200.0,MMA,662.0,731.0,18.6,68.7,28.0,100.0,,,,,,,,Evans-Cr/CMn-1989-2.3C-ht
0.05,0.31,1.29,0.008,0.011,0.5307993559849464,2.32,0.4157536515446978,0.08625171311309998,0.18051756354965143,0.25120549256357094,0.6765505886733152,442.6207132398705,80.96563799099647,111.21458304414182,81.77320317493286,9.420258441562268,162.57902358574563,47.971435062399166,34.53998540524702,31.019515639286055,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,9.0,100.0,,,0.0,100.0,0.0,0.0,0.0,Evans-Cr/CMn-1989-2.3C-ch
0.054,0.33,1.72,0.007,0.014,0.47983274431828704,2.36,0.28741653253324984,0.0861952439678575,0.16645196360953385,0.23334226006672765,0.5280451427898356,442.2425278169445,84.7074834024059,110.96197248928843,103.34066456463188,8.90535408060299,172.72702347091706,43.722631648351864,37.54971558762753,32.08815020119937,170.0,21.0,DC,+,1.0,200.0,MMA,808.0,865.0,18.2,65.2,,,,,,,,,,Evans-Cr/CMn-1989-2.3D-aw
0.054,0.33,1.72,0.007,0.014,0.47983274431828704,2.36,0.28741653253324984,0.0861952439678575,0.16645196360953385,0.23334226006672765,0.5280451427898356,442.2425278169445,84.7074834024059,110.96197248928843,103.34066456463188,8.90535408060299,172.72702347091706,43.722631648351864,37.54971558762753,32.08815020119937,170.0,21.0,DC,+,1.0,200.0,MMA,697.0,757.0,19.6,69.7,,,,,,,,,,Evans-Cr/CMn-1989-2.3D-ht
0.054,0.33,1.72,0.007,0.014,0.47983274431828704,2.36,0.28741653253324984,0.0861952439678575,0.16645196360953385,0.23334226006672765,0.5280451427898356,442.2425278169445,84.7074834024059,110.96197248928843,103.34066456463188,8.90535408060299,172.72702347091706,43.722631648351864,37.54971558762753,32.08815020119937,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,24.0,100.0,,,,,,,,Evans-Cr/CMn-1989-2.3D-ch
0.069,0.3,1.36,0.007,0.009,0.6026848672972278,0.197842684916111,0.24593748831352968,0.0005,0.1901303141374786,0.4613108617567079,0.47625665096952474,432.0,37.0,95.98202460936386,5.0,5.0,5.0,87.5121412661855,-17.525552362238244,20.36557269080822,170.0,21.0,DC,+,1.0,200.0,MMA,468.0,529.0,32.6,80.7,,,,,,,,,,Evans-Al/CMn-1990-<5aw
0.069,0.3,1.36,0.007,0.009,0.6026848672972278,0.197842684916111,0.24593748831352968,0.0005,0.1901303141374786,0.4613108617567079,0.47625665096952474,432.0,37.0,95.98202460936386,5.0,5.0,5.0,87.5121412661855,-17.525552362238244,20.36557269080822,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-99.0,28.0,,,,,,,,Evans-Al/CMn-1990-<5awch1
0.069,0.3,1.36,0.007,0.009,0.6026848672972278,0.197842684916111,0.24593748831352968,0.0005,0.1901303141374786,0.4613108617567079,0.47625665096952474,432.0,37.0,95.98202460936386,5.0,5.0,5.0,87.5121412661855,-17.525552362238244,20.36557269080822,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-72.0,100.0,,,,,,,,Evans-Al/CMn-1990-<5awch2
0.069,0.3,1.36,0.007,0.009,0.6026848672972278,0.197842684916111,0.24593748831352968,0.0005,0.1901303141374786,0.4613108617567079,0.47625665096952474,432.0,37.0,95.98202460936386,5.0,5.0,5.0,87.5121412661855,-17.525552362238244,20.36557269080822,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,,,,,23.0,5.0,72.0,0.0,0.0,Evans-Al/CMn-1990-<5aw
0.069,0.3,1.36,0.007,0.009,0.6026848672972278,0.197842684916111,0.24593748831352968,0.0005,0.1901303141374786,0.4613108617567079,0.47625665096952474,432.0,37.0,95.98202460936386,5.0,5.0,5.0,87.5121412661855,-17.525552362238244,20.36557269080822,170.0,21.0,DC,+,1.0,200.0,MMA,393.0,500.0,31.8,77.0,,,,,,,,,,Evans-Al/CMn-1990-<5ht
0.069,0.3,1.36,0.007,0.009,0.6026848672972278,0.197842684916111,0.24593748831352968,0.0005,0.1901303141374786,0.4613108617567079,0.47625665096952474,432.0,37.0,95.98202460936386,5.0,5.0,5.0,87.5121412661855,-17.525552362238244,20.36557269080822,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-100.0,28.0,,,,,,,,Evans-Al/CMn-1990-<5htch1
0.069,0.3,1.36,0.007,0.009,0.6026848672972278,0.197842684916111,0.24593748831352968,0.0005,0.1901303141374786,0.4613108617567079,0.47625665096952474,432.0,37.0,95.98202460936386,5.0,5.0,5.0,87.5121412661855,-17.525552362238244,20.36557269080822,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-78.0,100.0,,,,,,,,Evans-Al/CMn-1990-<5htch2
0.073,0.33,1.39,0.007,0.008,0.5706811308281914,0.14205584215756772,0.22497299484448519,0.0005,0.18220419692231715,0.5959496888295135,0.44850715892843596,427.0,39.0,92.7356336350424,20.0,5.0,5.0,86.7652303570298,-17.064500905688107,14.153144333479304,170.0,21.0,DC,+,1.0,200.0,MMA,475.0,536.0,33.4,80.7,,,,,,,,,,Evans-Al/CMn-1990-20aw
0.073,0.33,1.39,0.007,0.008,0.5706811308281914,0.14205584215756772,0.22497299484448519,0.0005,0.18220419692231715,0.5959496888295135,0.44850715892843596,427.0,39.0,92.7356336350424,20.0,5.0,5.0,86.7652303570298,-17.064500905688107,14.153144333479304,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-95.0,28.0,,,,,,,,Evans-Al/CMn-1990-20awch1
0.073,0.33,1.39,0.007,0.008,0.5706811308281914,0.14205584215756772,0.22497299484448519,0.0005,0.18220419692231715,0.5959496888295135,0.44850715892843596,427.0,39.0,92.7356336350424,20.0,5.0,5.0,86.7652303570298,-17.064500905688107,14.153144333479304,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-70.0,100.0,,,,,,,,Evans-Al/CMn-1990-20awch2
0.073,0.33,1.39,0.007,0.008,0.5706811308281914,0.14205584215756772,0.22497299484448519,0.0005,0.18220419692231715,0.5959496888295135,0.44850715892843596,427.0,39.0,92.7356336350424,20.0,5.0,5.0,86.7652303570298,-17.064500905688107,14.153144333479304,170.0,21.0,DC,+,1.0,200.0,MMA,387.0,493.0,32.5,80.7,,,,,,,,,,Evans-Al/CMn-1990-20ht
0.073,0.33,1.39,0.007,0.008,0.5706811308281914,0.14205584215756772,0.22497299484448519,0.0005,0.18220419692231715,0.5959496888295135,0.44850715892843596,427.0,39.0,92.7356336350424,20.0,5.0,5.0,86.7652303570298,-17.064500905688107,14.153144333479304,170.0,21.0,DC,+,1.0,200.0,MMA,,,,,-78.0,100.0,,,,,,,,Evans-Al/CMn-1990-20htch2
